CKD_number,High school diploma only 2014-18,30-39,40-49,N_POP_CHG_2018,60-69,Some college or associate's degree 2014-18,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Family Medicine/General Practice Primary Care (2019),CI90LBINC_2018,CI90UBINC_2018,Heart disease_prevalence,Heart disease_number,Population Aged 60+,COPD_number,anycondition_prevalence,anycondition_number,Percent of Population Aged 60+,Active Primary Care Physicians per 100000 Population 2018 (AAMC),Total physician assistants (2019),Internal Medicine Primary Care (2019),Total Specialist Physicians (2019),Unemployed_2018,Asian-alone pop,Total nurse practitioners (2019),White-alone pop,CKD_prevalence,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Total Hospitals (2019),Bachelor's degree or higher 2014-18,Civilian_labor_force_2018,Less than a high school diploma 2014-18,70-79,Hawaiian/Pacific Islander-alone pop,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Native American/American Indian-alone pop,R_death_2018,R_DOMESTIC_MIG_2018,Active General Surgeons per 100000 Population 2018 (AAMC),Obesity_prevalence,diabetes_number,R_INTERNATIONAL_MIG_2018,R_birth_2018,19-Oct,20-29,Active Physicians per 100000 Population 2018 (AAMC),county_pop2018_18 and older,Black-alone pop,GQ_ESTIMATES_2018,Employed_2018,0-9,POP_ESTIMATE_2018,Two or more races pop,50-59,diabetes_prevalence,Median_Household_Income_2018,COPD_prevalence,80+
667,5795,2412,2447,34,2676,3996,6.1,6.98155003,38216,47320,9.3,1501,4855,1751,52.0,8384,22.6,79.1,6.809620917,10.18884669,26.17416059,499,112,9.855222338,11944,4.1,202.9,182,0.296782396,1962,8973,2550,1777,20,71.9,93,12.4,203,7.0,39.0,2736,47,12.7,3014,2561,228.7,16131,8968,286,8474,2961,21531,394,2900,17.0,42768,10.9,783
154,1493,601,516,55,856,1324,6.3,3.392427284,44170,54404,9.1,401,1854,394,50.4,2212,33.1,88.0,1.577696758,2.285005521,7.230478052,83,31,3.113675573,5298,3.5,206.5,358,0.26358155,812,2985,402,565,2,80.5,35,13.5,231,6.8,39.2,591,2,10.9,637,537,227.6,4389,35,66,2902,605,5521,120,801,13.5,49287,9.0,403
245,2445,1117,1004,-50,1329,2731,6.6,6.120152289,51650,61406,7.9,594,2657,497,45.4,3401,26.8,104.9,3.163067869,5.612176158,16.37917539,161,62,5.027392639,9108,3.3,265.0,12,0.22169405,1104,5379,598,758,8,96.0,387,11.1,49,7.4,35.2,823,9,11.7,1289,1053,302.7,7492,69,290,5218,1241,9795,161,1339,11.0,56528,6.6,665
544,4634,2339,2184,-192,2206,3521,6.7,6.925006948,32043,40123,9.3,1327,4312,1482,56.8,8081,22.5,65.9,0.675456466,7.442646483,21.3431618,362,80,13.16824475,11705,3.8,174.8,315,0.624955048,2167,8288,2105,1409,9,61.2,38,12.1,106,7.1,39.5,2225,3,13.0,2545,2419,191.3,14214,6811,237,7926,2539,18853,210,2448,15.7,36083,10.4,764
46,406,174,187,-6,309,552,9.7,1.469668205,60063,73795,8.0,119,604,96,45.5,678,31.5,87.0,0.568338471,0.87879649,2.260835415,20,5,1.144188023,1840,3.1,217.1,438,0.097644054,383,1001,51,199,0,79.6,30,6.3,71,10.5,34.4,164,0,13.6,201,210,237.6,1489,9,1,981,245,1903,19,268,11.0,66929,6.4,110
2198,24334,8603,8666,-378,11338,12986,7.2,47.53200219,44330,51668,8.1,5577,21114,6018,41.9,28970,24.4,100.8,37.40407002,68.46086268,176.6087039,1906,996,46.20580391,80094,3.2,273.3,349,1.313002282,12599,38781,5754,6986,11,88.2,152,10.5,176,8.7,30.0,8013,39,9.8,11142,14228,320.5,69189,2298,4839,36875,8201,84501,950,11116,11.6,47999,8.7,4221
451,4056,2047,2343,636,3914,4995,7.1,8.871463476,65493,78749,6.4,1015,4718,991,33.2,5231,27.9,95.4,7.320667804,8.154709174,23.74737322,314,195,9.431835021,17480,2.9,262.5,208,0.289959695,4094,10859,401,1660,7,88.9,234,5.7,204,7.8,24.8,1422,0,6.3,1670,1489,285.7,15746,161,92,10545,1419,18556,479,3621,9.0,72121,6.3,393
333,3527,1552,1639,121,1539,1993,7.6,5.290437163,33808,41744,10.2,964,2502,1251,55.1,5206,20.3,77.3,2.745458444,5.499270209,17.97634859,299,28,8.169548756,12086,3.5,214.6,96,0.292366264,1232,5023,1639,907,5,72.9,49,11.7,180,8.3,39.3,1441,12,12.6,1611,1496,230.9,9442,125,188,4724,1659,12442,149,1663,15.3,37776,13.3,376
28884,245191,171345,135862,-2204,162359,228152,7.2,685.3819852,58402,61360,6.8,67212,303430,66908,41.7,413499,24.7,100.8,539.3434862,987.1631703,2546.587951,26059,49988,666.2590287,975555,2.9,273.3,216,18.93267838,359564,645169,50463,92599,441,88.2,1942,11.3,274,8.7,31.9,101890,56,10.5,133548,169875,320.5,990703,163433,35097,619110,126101,1218452,27093,162808,10.3,59881,6.8,63955
661,4259,1827,1733,478,3145,2998,6.1,5.738677833,48637,59395,11.3,1623,6034,1638,52.2,7519,36.1,79.1,5.597355952,8.375003886,21.51457406,297,183,8.100772139,11175,4.6,202.9,286,0.243948486,3273,6994,2133,2643,24,71.9,102,13.4,279,7.0,33.5,2595,13,8.8,1717,1597,228.7,14396,5998,200,6697,1848,17698,216,2283,18.0,54016,11.4,905
1429,13004,4966,5574,259,6599,8401,7.4,17.02264871,40658,50474,10.9,4000,12263,4873,54.9,20082,26.8,85.1,8.162106703,24.56164156,69.17933223,740,218,39.35888366,43930,3.9,225.8,174,0.787451569,4142,19943,6822,4677,28,77.8,298,11.7,111,8.1,39.0,5697,39,10.2,5698,5326,253.1,36589,1041,549,19203,5062,46357,842,6562,15.6,45566,13.3,1893
229,1910,800,812,-57,1282,2323,6.2,5.2384946,47269,56903,9.0,582,2712,526,44.8,2886,33.4,88.2,3.417494096,3.716836645,11.41243466,136,50,4.34462449,7703,3.6,214.5,2,0.386650792,1241,4548,531,952,0,80.3,61,9.8,164,6.8,35.6,797,8,11.4,870,732,239.2,6436,77,34,4412,862,8021,130,1181,12.4,52086,8.2,530
423,3662,1625,1708,154,1856,2726,6.1,4.552550389,45975,56507,9.5,1017,3116,1227,48.4,5175,22.7,79.1,4.44043833,6.643974153,17.06772629,240,39,6.426423372,10870,4.0,202.9,189,0.193526768,1016,6926,2015,1094,2,71.9,68,9.8,188,7.0,34.8,1703,3,10.6,1892,1531,228.7,10700,2805,98,6686,1753,14040,256,2065,15.9,51241,11.5,516
72,550,322,289,-9,405,707,10.4,1.55414661,46332,55740,9.2,180,625,193,41.1,806,25.2,79.8,0.665472352,0.545604661,2.248552542,36,11,1.182143432,2258,3.7,199.6,172,0.119867691,292,1275,209,211,0,76.2,29,6.7,29,10.6,32.0,235,0,13.0,217,287,207.9,1964,23,242,1239,249,2388,67,258,12.0,51036,9.8,150
312,2173,1042,1137,161,1823,2963,6.1,6.295270006,48229,58423,9.4,792,3325,696,44.2,3714,32.1,100.6,2.719351409,5.341786729,15.84435514,246,55,4.328443516,10097,3.7,246.3,552,0.131121766,1788,5069,653,1205,17,91.7,210,10.9,522,6.9,35.0,1018,12,9.9,1375,899,278.8,8412,60,94,4823,1170,10740,301,1417,12.1,53326,8.3,672
2744,24954,14846,14576,164,14829,23986,7.1,60.44279753,59977,68587,6.6,6897,25640,7884,41.8,43470,19.8,93.7,25.00001762,88.39451669,254.7184264,2843,2377,67.52017282,121699,2.6,248.6,16,2.169053407,26607,70361,4755,8323,57,83.7,399,8.3,18,8.3,33.3,10901,40,10.4,18858,24659,292.7,104054,3759,6814,67518,14289,130696,2405,15431,10.5,64282,7.6,4885
201,2394,1027,958,-265,1242,2318,9.4,4.796324973,50604,61730,7.2,490,2324,456,45.4,3086,24.9,91.5,3.194826345,2.81079351,9.412889895,126,58,4.118139329,8189,3.0,236.2,129,0.457571037,1356,4639,378,641,3,88.0,208,10.0,63,9.8,37.1,667,11,10.0,1101,1022,247.1,6796,41,498,4513,1046,8680,181,1143,9.8,56167,6.7,500
621,4584,4853,4195,52,4001,8138,8.5,25.77965334,73325,85021,5.5,1397,5907,1416,33.2,8394,18.2,112.8,15.06716226,9.493183156,36.84051812,762,2257,20.90242163,22071,2.5,256.7,64,0.914480946,8879,17232,878,1843,417,105.6,3809,5.3,67,9.6,25.0,2135,27,10.3,3857,4374,276.9,25283,466,973,16470,3731,32113,3093,4580,8.4,79173,5.6,679
594,5533,1983,1868,64,2421,3122,6.0,6.492036719,33487,40809,12.6,1727,5078,1962,50.4,6888,31.1,86.8,4.777292238,9.091203594,22.81856819,244,69,9.691011335,14595,4.3,240.7,162,0.170141542,1158,5773,2557,1910,3,80.1,97,13.7,222,6.9,31.7,2126,4,8.8,1686,1864,265.2,13665,1642,1761,5529,1632,16700,294,2470,15.6,37148,14.4,866
279,3053,1266,1277,-56,1521,2579,5.8,5.135485532,55779,65365,8.5,718,2730,821,47.5,3997,25.0,99.6,2.113913106,8.186747748,18.13961391,246,67,4.210012338,10540,3.3,240.5,152,0.158628311,1201,6080,789,864,13,87.2,20,10.2,165,7.0,32.9,983,0,11.4,1298,1156,284.4,8412,54,117,5834,1305,10808,114,1541,11.7,60572,9.8,580
73,660,358,312,-80,466,759,9.7,2.375564581,56704,67836,8.2,191,933,161,41.5,962,28.9,87.0,0.918659557,1.420482398,3.654403435,31,7,1.849459989,2953,3.1,217.1,487,0.157831378,523,1647,211,259,4,79.6,77,9.9,484,10.5,31.6,253,0,11.2,386,311,237.6,2321,9,56,1616,419,3076,26,355,10.9,62270,6.9,210
730,7124,3317,3048,253,3017,3860,6.5,14.95118993,35824,42938,10.1,2038,5619,2205,49.7,9997,21.5,79.9,1.854479938,7.976925668,32.27150017,473,664,11.57940823,24533,3.6,188.2,120,0.780833658,2735,10445,3565,2009,36,75.0,313,9.3,121,7.0,36.0,2827,17,13.4,3790,3366,207.6,20125,613,620,9972,3645,26742,583,3527,14.0,39381,11.0,1023
1349,14891,7336,6954,48,6917,12548,5.4,19.15813022,54815,67003,8.1,3481,12351,3674,45.8,19766,22.1,72.9,11.64595868,21.64557784,67.56370143,1324,393,19.73215659,52418,3.1,199.9,7,1.042415949,5765,25465,4588,4245,16,66.5,350,10.0,37,6.2,35.5,5123,3,12.5,7657,6707,224.8,43152,3219,411,24141,7644,57207,811,7566,11.9,60909,8.5,2181
645,5378,2075,2260,-300,2475,3869,6.9,7.286462347,33566,41900,10.2,1508,5124,1629,57.3,8435,26.0,77.2,2.08686154,8.913044145,24.73808576,380,58,9.896014441,8939,4.4,196.7,39,0.393968253,2084,7589,2192,1643,35,71.2,46,14.4,42,7.6,44.6,2804,3,12.0,2380,2332,217.1,14731,9795,254,7209,2364,19066,193,2571,19.0,37733,11.1,966
3161,20373,21081,18598,1681,18511,25728,9.9,98.01285967,69841,78639,5.0,6752,31691,7257,29.3,39620,19.7,130.3,64.90395801,109.5746983,317.9505635,1984,7787,100.9033193,148294,2.3,322.7,18,3.678766851,53882,96716,6285,10358,65,121.5,416,6.9,20,11.7,22.5,10172,121,9.1,22113,30976,367.1,135407,4243,10143,94732,15435,164572,3767,21373,7.5,74240,5.4,6127
6178,49681,19494,20898,4081,28453,45761,6.0,74.19775979,43354,48414,10.8,16794,61882,17473,48.2,75198,34.5,86.8,54.59987324,103.9037469,260.7943724,3185,2757,110.7589748,171403,4.0,240.7,230,1.944554816,23896,70465,17202,24687,166,80.1,928,14.8,227,6.9,31.7,22310,56,8.4,20457,19544,265.2,155908,11411,1831,67280,18108,190865,4200,25762,14.3,45884,11.2,13462
289,2856,1282,1110,-225,1261,1475,7.8,3.694767658,31853,39771,9.6,727,2388,862,55.4,4184,23.8,84.1,1.581410041,5.168963459,15.44915963,230,6,4.874124298,6496,3.8,231.8,108,0.325766345,785,3381,1607,739,2,75.8,47,12.6,415,9.1,42.1,1167,40,12.2,1138,1367,260.3,7555,2950,866,3151,1116,9608,107,1223,15.4,35812,11.4,372
797,9076,3169,3570,-201,3934,5374,9.2,19.72727585,44418,53044,10.7,2419,7844,2898,53.9,12174,26.9,100.1,10.61871093,15.51476328,44.5572556,649,96,14.97428997,28013,3.5,231.6,28,0.890191336,3533,16374,2623,2515,10,89.4,82,12.6,348,10.5,39.0,3423,3,9.9,3477,3122,263.4,22597,180,180,15725,3181,28706,325,4193,15.1,48731,12.8,1545
5422,42529,24757,22960,1480,31660,45412,8.4,69.32931641,51986,60780,7.8,12335,52582,10334,38.0,59820,26.8,118.5,22.21367893,106.8237426,255.2450751,2728,42587,58.29322115,68648,3.4,273.7,29,3.112744819,41196,91305,10552,17398,26077,104.7,1134,10.1,304,9.4,25.4,19227,32,11.3,23156,21808,314.1,157430,1631,3819,88577,24511,200983,60906,25710,12.2,56383,6.6,9023
204,2048,1395,1179,-55,1075,2486,9.7,7.891261017,61774,72550,6.6,493,1616,478,46.9,3505,16.2,87.0,3.051646083,4.71862456,12.13936746,112,31,6.143622291,6665,2.7,217.1,140,0.524291618,1324,7078,581,499,4,79.6,3092,8.9,387,10.5,37.4,812,44,17.9,1304,1638,237.6,7475,121,540,6966,1664,10218,305,1225,10.9,67162,6.4,239
465,5037,1854,1939,132,2210,2382,6.5,9.214365466,38116,47232,10.6,1336,3897,1463,47.4,5957,24.5,79.9,1.142909426,4.91615107,19.88881139,213,133,7.136348328,15535,3.7,188.2,103,0.481225021,1375,7426,2242,1399,83,75.0,279,8.6,128,7.0,33.6,1833,40,14.8,2148,1840,207.6,12577,149,79,7213,2112,16481,302,2296,14.6,42674,11.6,683
2134,14834,7291,9320,-170,9458,16350,6.2,27.88225609,42038,50646,9.9,5635,18749,6234,49.7,28202,25.9,86.2,29.39277593,35.02604487,103.7893424,1206,522,32.68404622,66963,3.8,223.5,166,0.776046889,8498,34033,10995,6635,63,78.1,472,12.1,369,7.1,33.4,7905,2,10.0,8933,8334,255.0,56753,3006,817,32827,7861,71948,922,10533,13.9,46342,11.0,3583
703,5147,3323,2868,184,3767,6647,8.3,12.51025541,47231,57307,8.4,1728,6940,1821,43.1,8897,27.0,109.4,7.324001906,16.24815276,38.97279771,578,304,13.28819344,24073,3.4,271.5,228,0.385806663,3703,13384,2556,2349,220,101.0,1049,11.2,316,9.2,31.2,2528,1,12.5,3061,3315,303.4,20634,195,741,12806,3338,26505,664,3216,12.2,52269,8.8,1268
1123,9883,5675,5276,822,4703,7071,5.4,14.48304679,48402,56774,7.8,2579,7589,2524,49.8,16400,18.7,72.9,8.804041029,16.36349231,51.07639617,691,438,14.91699575,38466,3.4,199.9,409,0.788039271,3914,19092,5627,2649,44,66.5,673,8.0,515,6.2,37.8,4810,25,13.3,6403,6320,224.8,32944,2828,3348,18401,5430,43247,798,5350,14.6,52588,7.7,1441
2078,26242,11345,11138,97,11240,20596,7.1,49.502607,59309,67907,7.1,5000,20377,4872,43.8,30860,23.2,94.6,27.80366205,46.11781336,138.9729782,1265,596,45.95159582,82757,3.0,238.3,131,2.009721225,10381,48227,5675,6330,60,86.4,514,9.8,32,7.9,37.9,7072,0,8.9,10481,10611,264.9,70411,2958,6317,46962,8777,87847,962,13729,10.0,63608,6.9,4196
1326,12119,7089,7582,158,5826,10552,6.9,21.24906079,53628,65048,7.9,3345,10523,3644,47.6,20181,19.1,77.2,6.085785611,25.99256097,72.14215392,942,681,28.85913663,42660,3.1,196.7,0,1.148905321,10291,25957,4204,4050,62,71.2,267,9.6,0,7.6,35.8,5462,0,11.8,7637,6878,217.1,42438,10915,455,25015,6787,55601,1016,7738,12.9,59338,8.6,2014
816,4846,1965,2054,137,4812,6969,8.3,10.76764598,45398,52178,10.9,2117,9463,2008,47.2,9205,42.3,109.4,6.303808922,13.98487489,33.5441024,549,196,11.43722154,21002,4.2,271.5,409,0.332065928,4349,8948,1987,3632,36,101.0,582,15.7,169,9.2,33.0,2828,58,7.7,1800,1836,303.4,19509,135,302,8399,1815,22813,862,3245,14.5,48788,10.3,1654
643,8082,3144,3263,15,3448,5530,6.1,12.9952922,47874,57524,8.3,1675,6400,2088,49.4,9962,24.3,80.3,3.304550681,10.28908029,34.04664879,482,96,13.50368462,25467,3.2,212.0,17,0.516213834,3061,12332,1520,1947,12,74.4,75,10.9,36,6.5,35.8,2686,0,11.4,3311,3039,230.8,20146,189,341,11850,3241,26170,331,3617,13.3,52699,10.4,1160
392,3532,1848,1699,146,1355,2138,6.1,4.204948251,36639,44359,9.0,947,2473,1115,51.4,5384,19.1,79.1,4.101396315,6.136684958,15.76454947,206,114,5.935744892,8479,3.7,202.9,34,0.178750365,953,4805,2417,980,9,71.9,332,7.0,104,7.0,38.3,1587,81,8.8,1396,2059,228.7,10476,3801,2231,4599,1388,12968,233,1761,15.1,40499,10.6,482
205,2747,924,1011,54,946,1418,9.2,5.158944464,45385,56151,10.2,622,1842,768,53.4,3265,24.5,100.1,2.776933845,4.057316517,11.65231373,176,16,3.915975572,7252,3.4,231.6,88,0.232796849,705,2750,584,674,0,89.4,17,10.6,188,10.5,36.5,896,46,8.2,829,949,263.4,6110,127,698,2574,726,7507,95,1137,14.7,50768,12.6,311
673,4861,2889,2790,32,2691,4640,6.2,8.142852685,39840,47342,9.3,1566,4490,1750,50.9,8555,21.3,86.2,8.583991325,10.22915515,30.31108111,368,127,9.545187902,12322,4.0,223.5,30,0.226640035,1571,9558,3870,1468,55,78.1,477,10.6,359,7.1,38.5,2746,7,9.6,2480,2839,255.0,16803,7739,2605,9190,2184,21012,292,2887,16.3,43591,10.4,784
193,1635,987,832,-199,1224,2655,9.7,6.384522884,73642,90964,8.0,506,2209,428,47.0,2989,25.6,87.0,2.468972223,3.817661895,9.821506242,167,50,4.970574034,7806,3.0,217.1,489,0.424184655,1307,3969,443,654,7,79.6,217,10.0,487,10.5,37.6,702,7,11.2,970,796,237.6,6363,50,121,3802,1076,8267,137,1291,11.0,82303,6.7,437
123,1342,528,471,-18,712,1087,8.6,3.01640606,49937,59281,8.5,324,1532,244,42.7,1619,30.6,92.8,2.252547224,1.890132448,5.341436239,78,31,2.637264448,4734,3.2,219.1,23,0.317809881,805,2675,307,448,1,84.8,54,11.4,12,9.2,32.3,418,0,13.0,566,488,240.4,3792,23,203,2597,650,4919,76,718,11.0,54609,6.4,338
522,4561,2758,2343,114,2383,4198,6.6,13.69864408,51360,60172,7.7,1231,4637,1054,42.3,6738,21.2,104.9,7.079846856,12.56164881,36.66125996,296,1549,11.25273672,18544,3.3,265.0,42,0.496214432,2154,11284,3122,1425,30,96.0,282,8.1,29,7.4,34.0,1910,38,17.1,3023,2697,302.7,15920,1191,385,10988,3535,21924,328,2620,12.0,55766,6.6,1140
1497,11076,4727,5164,270,5864,8994,6.2,17.27701592,36254,44272,9.9,3366,10563,3695,54.4,18538,23.8,86.2,18.21299739,21.70360722,64.31223196,1003,360,20.25240658,20132,4.4,223.5,14,0.480871218,3867,17444,5998,3614,26,78.1,401,12.0,316,7.1,41.3,6140,25,12.2,5956,5768,255.0,34061,22948,786,16441,5679,44582,715,5910,18.0,40263,10.8,1900
837,8581,6469,4851,187,3972,8773,6.3,16.67210962,62950,73316,6.2,1852,6858,1988,43.9,13117,18.2,90.3,9.397901425,18.99252391,52.54240606,541,839,20.02083853,23024,2.8,231.8,194,0.42920958,6314,14955,2642,2467,155,81.7,286,7.0,359,7.3,34.8,3328,25,8.6,4724,5147,263.2,29860,12448,4273,14414,4407,38082,1330,4937,11.1,68133,6.7,1108
516,4292,1623,1601,-83,1936,2711,6.9,5.62784247,30954,38494,10.5,1187,3945,1292,57.9,6560,26.3,77.2,1.611828545,6.884164905,19.10694697,305,42,7.643381341,5988,4.6,196.7,28,0.304289127,1421,5991,1647,1201,2,71.2,37,14.0,30,7.6,45.6,2265,0,12.6,1866,1884,217.1,11332,8561,221,5686,1888,14726,96,2022,20.0,34724,11.4,705
3299,17644,17426,17834,-969,17612,31629,6.2,53.56465747,82087,89161,6.3,6960,33686,6530,34.7,38332,23.9,96.2,27.90310522,78.81737301,207.1357076,2181,12240,54.32593961,116845,3.0,243.8,158,1.265279118,34277,74547,14670,11427,567,87.1,1745,9.5,164,7.2,25.2,11153,39,9.7,17333,17095,279.6,110617,3436,5018,72366,14850,139417,4584,18981,10.1,85624,5.9,6859
274,1370,1258,1021,-63,1404,1718,5.4,3.103438263,40976,50364,8.8,662,2537,550,47.1,3547,27.5,72.9,1.886536597,3.506381558,10.94468896,137,126,3.196425178,8597,3.6,199.9,26,0.168861653,2652,4062,992,959,17,66.5,159,7.6,61,6.2,35.7,1074,3,10.3,933,1088,224.8,7523,150,44,3925,987,9267,218,1145,14.3,45670,7.3,472
416,4135,1665,1930,81,1851,2518,6.9,5.727588965,42459,50531,9.9,1146,3691,1332,51.5,5959,24.7,77.2,1.640396197,7.00617815,19.4455938,244,33,7.778850751,14234,3.6,196.7,13,0.309682273,1428,5743,2364,1358,11,71.2,74,13.2,14,7.6,37.1,1665,8,11.2,1905,1687,217.1,11575,441,178,5499,1829,14987,194,2113,14.4,46495,11.5,649
170,1394,693,516,-69,726,1108,8.5,4.27640561,34878,42946,10.5,408,1058,449,47.4,1835,19.4,112.8,2.499385711,1.574757471,6.111214773,389,21,3.4673559,1231,4.4,256.7,79,0.151696821,463,2545,496,328,7,105.6,3707,12.5,84,9.6,33.6,663,2,12.1,759,653,276.9,3873,52,31,2156,849,5327,309,666,17.1,38912,11.6,137
832,6500,3707,4015,227,3284,5406,5.4,11.0624664,41155,50053,8.5,1993,6098,2017,50.3,11794,18.7,72.9,6.724718184,12.49879163,39.01326322,652,408,11.39392607,28014,3.5,199.9,16,0.601921549,3160,12947,4818,2048,56,66.5,795,8.1,11,6.2,38.9,3405,53,15.8,5306,4461,224.8,23455,3288,437,12295,5263,33033,472,3879,14.5,45604,8.6,1070
150,1341,726,711,-68,832,1836,6.6,3.907650068,55890,66884,7.4,361,1726,299,44.0,2135,27.0,104.9,2.019584119,3.583312883,10.45792373,107,27,3.209935024,5975,3.1,265.0,107,0.141549218,1060,3558,273,494,0,96.0,113,12.7,267,7.4,35.9,513,8,12.7,797,615,302.7,4852,40,152,3451,759,6254,99,958,10.6,61387,6.2,362
226,2575,998,952,-32,1199,2186,6.5,6.290302568,48699,58301,8.4,577,2496,544,44.3,3057,26.8,84.8,2.482937571,3.720040112,11.8965602,131,31,5.594614316,8983,3.3,193.1,352,0.343477882,942,5180,613,790,6,77.9,19,12.8,224,6.9,36.0,779,47,12.3,1247,927,218.2,6909,56,206,5049,1215,9187,92,1279,11.3,53500,7.9,580
1426,11990,4165,4352,464,6411,8908,6.0,15.84912198,36007,42067,11.8,3872,12422,4325,53.1,17429,31.3,86.8,11.6628865,22.19451321,55.70736678,649,305,23.65883426,35518,4.3,240.7,235,0.415369501,3683,16926,4590,4810,37,80.1,298,13.6,235,6.9,39.5,5516,25,9.9,4407,4318,265.2,32814,3825,332,16277,4291,40770,787,5905,16.8,39037,13.2,2111
363,3758,1349,1503,-67,1660,2989,6.5,6.891345715,39167,47951,10.2,979,3272,1013,50.3,4819,26.2,79.9,0.854772258,3.676747655,14.87467321,289,58,5.337214337,9303,3.8,188.2,56,0.359904109,1003,5485,1041,1225,9,75.0,205,13.8,125,7.0,36.4,1445,46,12.6,1522,1377,207.6,9584,2445,123,5196,1475,12326,306,1661,15.1,43559,10.6,554
165,640,367,337,56,708,956,7.1,1.830133767,28154,34960,11.6,360,1272,293,47.3,1467,35.1,95.4,1.510213212,1.682271326,4.898951535,82,58,1.945735313,3375,5.3,262.5,184,0.059817079,514,1910,579,494,10,88.9,204,7.6,85,7.8,30.4,571,32,8.9,428,366,285.7,3104,78,0,1828,367,3828,103,530,18.4,31557,9.4,231
5107,39251,27576,24323,1717,23100,47295,6.7,75.90583386,42699,48011,8.0,12522,38987,13834,48.4,76043,19.4,65.9,7.403759547,81.57974305,233.9449629,3917,5937,144.3387142,140765,3.2,174.8,282,6.850207431,29707,86579,17251,13746,213,61.2,1001,9.5,260,7.1,36.6,20643,14,13.0,27883,29211,191.3,157234,53058,5215,82662,27283,206650,5676,26930,13.1,45355,8.8,6598
2796,26000,11982,12076,-266,14687,26941,6.7,62.61840252,48303,52849,9.0,7472,27300,8443,50.9,42139,25.9,97.8,39.33013726,77.09039593,211.0810935,2410,633,45.95273769,98302,3.4,249.7,345,1.497102766,14173,50352,7778,9075,15,87.6,686,11.2,33,7.9,39.2,10033,3,9.9,12326,12693,287.0,82839,1945,1439,47942,10848,103923,2342,14927,12.1,50576,10.2,5309
33226,203838,275770,232199,8622,173977,281631,6.2,640.3742265,100351,103137,4.7,62250,300276,58323,31.3,414168,18.4,96.2,333.5861792,942.2745642,2476.341207,25446,529210,649.4754788,828966,2.5,243.8,10,15.12661846,531701,848215,139234,96108,15870,87.1,17973,6.7,148,7.2,23.4,124443,50,11.5,188940,236999,279.6,1324243,185930,36417,822769,192141,1666753,88804,214392,9.4,101744,4.4,56227
475,4507,1395,1741,-209,2233,3407,6.3,6.527523617,41900,51176,10.5,1270,4783,1359,48.0,5826,30.9,90.3,3.67949977,7.436020468,20.57158958,261,43,7.838629862,13822,3.9,231.8,334,0.16804566,1736,6948,1626,1772,13,81.7,43,16.6,102,7.3,35.4,1736,47,7.9,1680,1586,263.2,12140,702,281,6687,1391,14910,287,2243,14.3,46538,11.2,869
1894,16921,7432,8323,266,8401,12985,7.6,27.47821257,37524,45558,10.9,5491,15846,6798,52.4,26306,24.8,77.3,14.2597461,28.56287885,93.36807387,1305,532,42.43214509,62281,3.8,214.6,222,1.5185328,6896,25726,8143,5592,26,72.9,237,12.5,367,8.3,39.6,8081,6,11.1,8011,7494,230.9,50250,784,962,24421,7629,64623,763,9116,16.1,41541,13.5,2625
362,3770,1421,1359,28,2073,2930,6.5,9.470715699,48672,58046,8.9,943,4004,869,46.6,4929,28.7,84.8,3.738325077,5.600913773,17.91152941,226,68,8.423283468,13274,3.4,193.1,25,0.517142273,1792,7366,1196,1308,39,77.9,100,13.2,10,6.9,38.8,1270,16,14.2,1682,1399,218.2,10580,241,230,7140,1837,13832,110,1915,12.0,53359,8.2,838
745,6017,2405,2757,-279,3235,3929,6.3,9.290447933,28956,35332,11.5,2028,6055,2393,54.9,9638,26.8,90.3,5.23693257,10.58348695,29.27898742,380,95,11.15651001,20296,4.2,231.8,70,0.239174846,1760,6952,4946,2205,3,81.7,30,14.5,165,7.3,35.8,2765,1,7.3,2159,2281,263.2,17559,657,1027,6572,1867,21221,140,3298,15.7,32144,13.6,1014
1447,13706,5580,5668,-28,5541,8280,6.1,15.34540222,38254,45974,9.3,3303,10610,3797,49.4,17581,22.4,79.1,14.96750313,22.39501971,57.53063722,939,541,21.66171553,28376,4.1,202.9,7,0.652325805,4916,19524,4696,3694,10,71.9,170,12.1,288,7.0,34.0,5980,3,13.2,6366,5842,228.7,35612,17647,1037,18585,6374,47325,581,6207,16.8,42114,10.7,2053
1249,12335,6589,6073,1241,5163,7439,5.4,16.84838449,45834,55354,7.7,2814,9558,2568,48.9,17891,19.9,72.9,10.24189664,19.03594002,59.41807504,800,313,17.35320499,48067,3.4,199.9,513,0.916740021,4110,21247,7032,3305,64,66.5,661,8.5,519,6.2,38.8,5316,3,14.0,7558,6389,224.8,36585,636,373,20447,7512,50310,569,6029,14.5,50594,7.0,1692
461,3011,1283,1261,16,2397,3813,6.2,4.910048711,41587,51307,11.1,1199,4684,1171,50.6,5462,36.6,86.2,5.176050356,6.168065665,18.27724146,219,74,5.755641096,9829,4.3,223.5,105,0.136661396,1928,5348,1192,1733,25,78.1,99,12.0,177,7.1,34.4,1735,12,6.2,1163,1221,255.0,10791,2433,711,5129,927,12670,210,1852,16.1,46447,10.9,833
