CKD_number,High school diploma only 2014-18,30-39,40-49,N_POP_CHG_2018,60-69,Some college or associate's degree 2014-18,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Family Medicine/General Practice Primary Care (2019),CI90LBINC_2018,CI90UBINC_2018,Heart disease_prevalence,Heart disease_number,Population Aged 60+,COPD_number,anycondition_prevalence,anycondition_number,Percent of Population Aged 60+,Active Primary Care Physicians per 100000 Population 2018 (AAMC),Total physician assistants (2019),Internal Medicine Primary Care (2019),Total Specialist Physicians (2019),Unemployed_2018,Asian-alone pop,Total nurse practitioners (2019),White-alone pop,CKD_prevalence,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Total Hospitals (2019),Bachelor's degree or higher 2014-18,Civilian_labor_force_2018,Less than a high school diploma 2014-18,70-79,Hawaiian/Pacific Islander-alone pop,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Native American/American Indian-alone pop,R_death_2018,R_DOMESTIC_MIG_2018,Active General Surgeons per 100000 Population 2018 (AAMC),Obesity_prevalence,diabetes_number,R_INTERNATIONAL_MIG_2018,R_birth_2018,19-Oct,20-29,Active Physicians per 100000 Population 2018 (AAMC),county_pop2018_18 and older,Black-alone pop,GQ_ESTIMATES_2018,Employed_2018,0-9,POP_ESTIMATE_2018,Two or more races pop,50-59,diabetes_prevalence,Median_Household_Income_2018,COPD_prevalence,80+
293,2600,1251,1213,113,1114,1869,6.3,3.956791311,44241,54557,9.3,698,2400,734,46.5,3483,27.0,90.3,2.230403684,4.50749517,12.46988777,124,57,4.75154505,6036,3.9,231.8,555,0.101864298,1049,4040,1179,795,4,81.7,44,11.1,515,7.3,37.0,1107,0,10.4,903,1107,263.2,7485,2695,1666,3916,812,9038,202,1266,14.8,49399,9.8,577
5976,41056,36139,29901,3255,34993,71771,6.1,158.1466782,74061,78999,6.5,13982,59433,12803,39.9,85526,23.0,100.6,68.3142092,134.1937401,398.0341004,5713,14730,108.73703,222752,2.8,246.3,426,3.293976544,58452,122885,10152,21751,2685,91.7,4669,8.8,443,6.9,29.7,21777,2,11.6,29948,41468,278.8,214553,8384,9300,117172,30843,269805,16585,34984,10.1,76530,6.0,9778
594,5285,2419,2423,-15,1912,3084,7.6,7.402019782,27041,33017,13.0,1768,3649,2289,64.1,8737,20.6,77.3,3.841258687,7.694204774,25.15128406,294,66,11.43027686,15940,4.4,214.6,48,0.409058988,851,4654,3146,1341,10,72.9,130,9.8,5,8.3,43.5,2604,3,11.9,2129,2244,230.9,13625,988,1936,4360,2076,17408,274,2338,19.1,30029,16.8,526
2639,29465,14075,14215,894,15057,23472,6.7,70.69493098,58055,66439,7.6,6739,24717,7975,41.5,36873,21.7,97.8,44.4029427,87.03352369,238.3063562,2033,1053,51.87972687,111316,3.0,249.7,163,1.690199246,17640,62239,7278,8452,43,87.6,870,7.9,350,7.9,30.6,9428,2,11.7,15892,13545,287.0,88955,1776,955,60206,15179,117327,2269,16816,10.6,62247,9.0,4096
5054,33282,28415,25417,4035,27837,50020,6.1,132.2856621,59283,65241,6.2,11305,47353,11009,33.1,60192,22.3,100.6,57.14309336,112.2496404,332.9453715,5295,10474,90.95575184,195016,2.8,246.3,273,2.755327353,48346,111670,11004,17317,712,91.7,7623,7.5,191,6.9,25.1,16961,56,10.3,27050,40511,278.8,181775,2885,5720,106375,24496,225685,8975,26368,9.3,62262,6.1,8274
627,5239,3054,2547,135,4185,5064,8.6,15.78477503,47241,56307,7.4,1573,6595,1227,38.6,8159,26.4,92.8,11.78752147,9.891014299,27.95159793,384,382,13.80073677,24024,3.0,219.1,282,1.6630909,6067,13076,1118,2271,20,84.8,607,8.8,159,9.2,29.2,1997,53,9.2,3147,3551,240.4,21141,214,1074,12692,2389,25741,494,3310,9.4,51774,5.8,1287
302,2965,1409,1144,-34,1618,2948,6.6,7.450402848,48757,58323,8.0,725,3359,614,43.5,3969,27.9,104.9,3.850578996,6.832015161,19.93928406,220,104,6.120125557,11163,3.3,265.0,5,0.269880537,1581,6887,771,1022,171,96.0,165,11.6,270,7.4,33.9,1056,42,12.0,1428,1387,302.7,9116,104,237,6667,1604,11924,217,1564,11.6,53540,6.7,748
444,4422,1380,1672,-131,2159,2762,9.2,8.768899876,31548,37988,12.4,1323,4109,1632,60.6,6440,31.1,100.1,4.720084703,6.896411183,19.80598417,258,41,6.656167351,11889,4.2,231.6,136,0.395695724,1395,4198,1446,1338,3,89.4,49,13.7,30,10.5,43.1,1907,4,7.8,1243,1318,263.4,10633,574,1103,3940,1060,12760,204,1828,17.9,34768,15.3,762
132,1686,478,625,-1,792,1211,6.3,2.216993937,45313,56403,8.4,350,1476,366,44.3,1848,28.8,90.3,1.249697306,2.525553833,6.986889982,81,8,2.662295213,4970,3.2,231.8,174,0.057074663,722,2286,293,546,0,81.7,20,13.6,209,7.3,31.6,485,0,6.1,572,524,263.2,4176,22,9,2205,422,5064,44,841,11.6,50858,8.8,264
336,1404,1418,995,7,1485,1435,6.3,6.521394487,48078,57612,5.7,748,2733,751,35.1,4623,18.4,90.3,3.676044841,7.429038289,20.55227353,271,949,7.831269647,10903,2.5,231.8,169,0.167887871,4127,6729,317,1080,20,81.7,77,6.6,68,7.3,27.4,1169,36,5.8,2839,4137,263.2,13184,2404,4279,6458,971,14896,543,1342,8.9,52845,5.7,629
513,5375,2048,1943,-48,2756,4619,6.5,13.46112425,47763,54023,8.4,1300,5519,1208,45.6,7099,27.4,84.8,5.313437754,7.960812954,25.45840574,313,233,11.97236502,18819,3.3,193.1,362,0.735035938,2740,10572,1096,1723,10,77.9,54,11.4,112,6.9,36.7,1806,16,10.4,2500,2405,218.2,15568,275,818,10259,2186,19660,269,2840,11.6,50893,7.8,1259
69,518,200,262,3,277,432,7.6,0.907818947,40302,49990,12.2,206,601,245,52.7,894,27.8,77.3,0.471110254,0.943653906,3.084673223,40,2,1.401863574,2080,4.0,214.6,311,0.050168942,245,815,337,218,0,72.9,10,13.1,316,8.3,37.4,281,0,9.4,254,232,230.9,1695,15,57,775,228,2135,28,343,16.6,45146,14.5,121
2055,15626,12642,10987,-8,9829,21811,5.8,49.48416633,59423,67125,5.7,4633,16887,5393,38.4,31419,16.2,99.6,20.36910183,78.88531373,174.7884726,2440,2944,40.56655393,90149,2.5,240.5,100,1.528500017,19254,55487,4672,5528,88,87.2,479,6.9,217,7.0,31.8,6990,82,10.2,15441,22520,284.4,81851,8391,5645,53047,12115,104143,2092,11847,8.5,63274,6.6,3234
520,4745,1567,1998,-46,2451,3596,6.3,6.84317382,34478,40622,10.7,1398,4703,1519,53.5,6969,29.9,90.3,3.857428632,7.795602678,21.56636598,234,31,8.217680978,14472,4.0,231.8,145,0.176171812,1495,7643,2145,1690,5,81.7,51,12.5,214,7.3,38.7,1902,9,7.1,1537,1677,263.2,13019,889,1068,7409,1370,15631,183,2400,14.6,37550,11.7,941
3692,27141,20965,18342,1216,20695,33323,7.1,77.69241423,64174,72586,7.0,9308,36821,10057,41.3,55089,22.3,93.7,32.13470925,113.6212036,327.4118722,3326,5342,86.78958371,144560,2.8,248.6,222,2.788074059,43370,82136,7391,12336,162,83.7,571,8.8,133,8.3,31.9,14599,44,10.5,21878,25620,292.7,133324,12196,8225,78810,18983,167995,5164,22123,11.0,68380,7.5,7053
1028,9180,4529,4365,54,4788,8006,5.4,12.70042006,42857,51337,8.9,2631,9428,2554,48.3,14261,25.0,72.9,7.720407242,14.34941343,44.78972526,603,306,13.08095699,35040,3.5,199.9,194,0.691044496,4972,16152,3564,3398,30,66.5,325,12.3,44,6.2,36.2,3997,5,10.4,5257,4506,224.8,29524,1545,1670,15549,4226,37924,678,4990,13.5,47097,8.6,1865
22635,175335,140516,113954,12539,103802,204368,6.0,369.3778408,53894,57572,7.1,52448,171837,59738,47.0,345486,18.8,86.8,271.8139111,517.2628097,1298.309578,17433,48120,551.3901102,577732,3.1,240.7,162,9.680554525,183280,487844,65724,57898,1158,80.1,4301,9.2,66,6.9,33.9,98334,60,13.8,111623,144762,265.2,735505,290505,20814,470411,124557,950181,28365,123767,13.4,55733,8.1,29302
480,4179,2039,1924,99,2241,3540,5.4,5.788262323,40865,48969,8.9,1174,4255,1147,49.6,6514,25.4,72.9,3.51860349,6.539797006,20.41307909,317,136,5.961693403,13168,3.7,199.9,115,0.314946025,1839,7655,1843,1457,12,66.5,176,10.6,232,6.2,39.3,1929,32,12.4,2252,2009,224.8,13134,3504,198,7338,2283,17284,288,2249,14.7,44917,8.7,830
803,6761,3052,2992,-388,3067,4680,6.7,9.078212842,32678,40138,10.8,2052,5805,2323,60.4,11465,22.8,65.9,0.88547746,9.756803046,27.97943265,521,98,17.26267273,16418,4.2,174.8,419,0.819273538,2071,10130,3535,1957,12,61.2,67,13.5,399,7.1,43.5,3226,2,11.5,3164,3010,191.3,18997,7833,729,9609,3052,24715,287,3215,17.0,36408,12.2,1206
162,1379,666,594,-8,814,1372,9.4,3.299959993,38198,47582,8.7,396,1684,370,40.1,1822,27.7,91.5,2.198099416,1.933877747,6.476241757,110,23,2.833355769,4901,3.6,236.2,380,0.314817308,1004,2712,299,478,5,88.0,856,10.0,3,9.8,30.5,562,35,14.4,766,674,247.1,4540,20,645,2602,819,5972,167,793,12.4,42890,8.2,368
589,5155,2536,2698,53,2492,3760,6.7,8.079113553,35749,43917,9.1,1517,4899,1787,54.1,8994,22.3,65.9,0.788026573,8.683021768,24.90016675,410,61,15.3628358,17748,3.5,174.8,131,0.729108698,2225,9443,3212,1689,6,61.2,95,11.6,44,7.1,38.1,2386,46,12.0,3100,2890,191.3,16617,3739,337,9033,2843,21995,346,2981,14.4,39833,10.8,766
247,2995,1081,1023,-109,1168,1771,6.3,4.401124827,44098,52260,8.5,657,2396,766,48.9,3756,23.8,86.6,1.06971784,6.130367952,17.47742005,145,45,5.496580239,9272,3.2,236.3,106,0.196248987,912,5099,850,824,8,79.0,49,10.6,377,7.0,36.5,933,12,10.9,1409,1379,273.1,7682,311,788,4954,1140,9855,170,1330,12.1,48179,10.0,501
304,4051,1544,1688,51,1642,2504,6.3,6.124507953,53417,64293,7.6,801,3017,924,43.2,4550,22.2,86.6,1.488595683,8.530884434,24.32119112,169,30,7.648919472,13451,2.9,236.3,117,0.273095749,1747,6996,934,1040,11,79.0,54,8.9,357,7.0,31.4,1142,3,13.4,1911,1601,273.1,10543,57,405,6827,1648,13714,111,2012,10.8,58855,8.8,628
228,2055,723,787,42,1138,1385,6.3,3.082952469,45522,56726,9.5,554,2107,573,52.1,3027,29.9,90.3,1.737829469,3.512035958,9.715971417,117,32,3.702188564,4806,3.9,231.8,205,0.079368044,1027,3849,726,727,2,81.7,125,11.8,221,7.3,39.0,905,9,7.7,730,808,263.2,5806,1881,0,3732,633,7042,196,1140,15.6,51124,9.9,356
45733,308714,298637,249508,27208,179542,379838,5.4,665.1106571,52804,55616,6.6,97014,307269,84995,47.1,696450,16.2,72.9,404.3114408,751.467097,2345.601441,31319,65187,685.0390663,1675380,3.1,199.9,400,36.18943754,337748,940900,197870,102918,4496,66.5,24235,7.0,260,6.2,37.7,198276,57,14.0,284659,308094,224.8,1478380,169699,42261,909581,281600,1986049,47052,225144,13.4,54210,5.7,55947
1332,9440,8463,7839,1338,6221,13492,6.2,23.64280057,73188,86938,5.6,2562,10074,2544,36.5,16694,17.2,96.2,12.31609765,34.78904784,91.42722938,1561,2222,23.97882142,54070,2.9,243.8,164,0.558479103,7486,30869,7658,3349,269,87.1,1896,5.5,169,7.2,28.3,4857,8,12.9,9125,8227,279.6,45710,935,289,29308,8382,61537,2145,8110,10.6,80063,5.6,1821
380,2025,2588,2531,-2,2756,2516,7.1,8.581740105,79319,98749,5.3,814,4417,705,27.3,4169,24.9,95.4,7.081590164,7.888393494,22.97183387,437,335,9.123811092,17043,2.5,262.5,70,0.28049022,8606,11363,501,1631,22,88.9,87,2.5,171,7.8,20.7,1100,59,8.2,1594,2194,285.7,15246,188,72,10926,1397,17950,275,2713,7.2,89034,4.6,546
824,9018,3569,3700,140,4156,6258,7.1,19.55884648,52615,57875,8.4,2065,7761,2113,43.5,10648,22.5,94.6,10.9854327,18.22148945,54.90925246,524,181,18.15581567,33722,3.4,238.3,116,0.794055733,2484,18169,3927,2368,18,86.4,268,9.4,274,7.9,37.2,2721,2,16.5,5424,3657,264.9,24486,199,464,17645,5654,34709,321,4565,11.1,55245,8.6,1616
337,3650,1538,1447,28,1821,3314,6.5,9.476193267,49826,56468,8.0,847,3787,777,42.4,4474,27.2,84.8,3.740487208,5.604153168,17.92188889,161,118,8.428155234,13354,3.2,193.1,41,0.517441372,1910,8111,738,1049,3,77.9,51,12.8,232,6.9,34.0,1136,2,12.2,1821,1539,218.2,10548,178,398,7950,1774,13840,136,1818,10.8,53147,7.4,1033
89,599,348,365,-12,207,482,8.6,1.681436352,28823,35859,10.6,209,347,207,54.7,1077,12.2,92.8,1.255638237,1.053617234,2.97747879,48,12,1.470091302,682,4.5,219.1,100,0.17715688,260,933,253,110,1,84.8,1930,8.7,125,9.2,45.8,359,14,8.0,551,376,240.4,1968,13,0,885,341,2742,104,378,18.3,32341,10.5,66
464,4315,1260,1335,-158,1726,1881,6.9,4.691906967,29644,35582,11.7,1139,3542,1239,59.3,5764,28.0,77.2,1.343774212,5.739297334,15.9293758,235,26,6.372252664,6339,4.8,196.7,15,0.253684477,949,4494,1703,1308,4,71.2,63,14.8,17,7.6,43.2,1994,3,10.2,1434,1410,217.1,9727,5680,45,4259,1367,12277,165,1754,20.5,32613,12.7,683
812,7120,3830,3304,-499,3059,5723,6.5,14.22269541,30167,36347,9.9,1993,5393,2071,58.9,11803,20.2,79.9,1.764120677,7.588251143,30.69907609,429,162,11.01520327,11188,4.1,188.2,134,0.742787654,1947,8320,3550,1810,17,75.0,200,12.3,139,7.0,47.4,3458,14,12.0,2886,3415,207.6,20043,13468,4098,7891,3021,25439,404,3212,17.3,33257,10.3,902
965,9664,3891,4071,284,4599,5617,7.4,12.5280261,47687,54811,9.8,2607,8761,3104,48.0,12763,26.1,85.1,6.007002058,18.07643992,50.91337398,506,169,28.96665086,30553,3.6,225.8,407,0.579534594,4454,16408,4008,2962,53,77.8,283,11.7,100,8.1,35.3,3815,14,10.4,4408,3763,253.1,26577,2377,283,15902,3864,34117,682,4978,14.4,51249,11.7,1581
1184,15712,4847,4996,-187,6245,7260,7.2,24.54816047,43313,50189,8.8,3042,11961,3358,47.7,16443,27.0,100.8,19.31753494,35.35698404,91.21052349,953,121,23.86323817,42730,3.4,273.3,65,0.678107153,5136,20503,3239,3866,11,88.2,110,11.8,224,8.7,33.5,4445,3,9.8,5123,4835,320.5,34460,225,775,19550,4996,43641,444,6237,12.9,46751,9.7,2496
3431,24400,18044,18597,7583,20239,29250,5.4,49.68883624,72951,80095,7.2,8282,32206,7530,40.0,45927,24.9,72.9,30.20514671,56.1403206,175.2343082,2254,2071,51.17764032,138225,3.0,199.9,519,2.703626857,33117,70132,7102,11936,137,66.5,1288,8.2,525,6.2,31.4,13102,39,10.7,19181,16201,224.8,114699,3773,1186,67878,17763,148373,2879,20906,11.4,76523,6.6,5506
544,5573,2330,2323,88,2283,3206,7.6,8.250734826,41072,50250,10.5,1549,4112,1964,55.4,8148,21.3,77.3,4.281697126,8.576421727,28.03512844,364,201,12.74087157,17453,3.7,214.6,145,0.455961661,1725,9627,2554,1379,7,72.9,42,10.3,203,8.3,39.1,2297,5,12.3,2566,2360,230.9,14712,1339,505,9263,2565,19404,362,2820,15.6,45661,13.3,778
1096,9543,4669,4627,-294,5038,7769,6.5,21.87496288,40818,49852,9.3,2764,9680,2824,45.9,13626,24.2,79.9,2.713274327,11.67097426,47.21616617,886,280,16.94173683,25071,3.7,188.2,70,1.142431296,5638,15960,4129,3036,22,75.0,213,13.9,143,7.0,35.9,4397,0,12.2,5102,4550,207.6,29707,12869,524,15074,5171,39126,671,5248,14.8,45335,9.5,1685
505,4888,2422,2249,76,2868,5185,6.6,13.15754639,55423,62099,7.7,1222,5688,1038,38.6,6123,27.3,104.9,6.800192259,12.06546253,35.21313685,357,129,10.8082526,20567,3.2,265.0,146,0.476613917,3030,11534,1253,1743,3,96.0,40,10.6,128,7.4,31.8,1608,25,12.7,2767,2017,302.7,15867,111,359,11177,2844,21058,208,2795,10.1,58761,6.5,1353
322,4279,1942,1880,40,1358,2492,6.3,5.640406552,43848,53992,8.2,853,2717,984,52.0,5439,21.6,86.6,1.370932148,7.856575062,22.39876359,152,49,7.044323533,10879,3.1,236.3,314,0.251509356,1442,4829,1212,836,14,79.0,69,7.2,181,7.0,38.3,1258,46,9.4,1189,1835,273.1,10457,1476,3460,4677,1193,12630,143,1755,12.0,48920,9.4,642
812,8233,6192,4839,418,3961,10274,6.6,25.33349408,55456,67226,6.0,1822,7326,1680,37.9,11491,18.6,104.9,13.09306654,23.23079962,67.79925128,757,478,20.81017198,37129,2.7,265.0,173,0.917670778,5979,21666,2027,2203,12,96.0,265,7.8,183,7.4,32.8,2725,40,13.7,5315,5366,302.7,30290,1856,1049,20909,5772,40545,805,5197,9.0,61341,5.5,1700
582,3862,2001,2124,-117,2275,3915,6.7,6.745756781,32896,40626,10.1,1382,4680,1530,56.0,7692,25.0,65.9,0.65797263,7.249997489,20.79070527,393,71,12.82739166,10131,4.2,174.8,229,0.608778415,1679,6927,2893,1543,4,61.2,63,12.3,349,7.1,42.5,2332,12,12.6,2589,2150,191.3,13744,7955,358,6534,2462,18365,141,2290,17.0,36761,11.1,931
3714,35180,33093,24020,5935,15734,43848,7.4,75.62643187,52693,59511,5.6,8384,25156,10643,45.3,68403,13.1,85.1,36.26174851,109.1198757,307.3426553,3187,4983,174.8595054,146045,2.5,225.8,133,3.498406945,32983,83866,9090,8435,924,77.8,1527,6.5,411,8.1,36.6,16257,3,16.7,27558,39214,253.1,150965,42856,3844,80679,32669,205950,9615,21325,10.8,56102,7.1,3902
135,1262,539,478,-90,748,1443,6.2,3.42157751,47792,56030,8.5,343,1632,307,44.8,1803,30.5,88.2,2.232171995,2.42769071,7.454151004,65,17,2.837736903,5140,3.4,214.5,456,0.252545007,756,2922,214,456,1,80.3,16,12.5,457,6.8,35.2,448,6,11.5,638,549,239.2,4023,25,102,2857,674,5239,40,733,11.1,51911,7.6,424
48,271,189,169,-31,264,542,6.3,1.117086181,48251,59865,8.7,123,577,112,46.6,655,30.8,88.0,0.519516882,0.752425292,2.380910903,25,47,1.025296539,1708,3.4,206.5,46,0.086794287,371,991,123,163,0,80.5,11,11.5,394,6.8,35.8,180,32,12.0,233,165,227.6,1405,23,14,966,213,1818,29,268,12.8,54058,8.0,154
1195,12308,6018,7211,65,5847,9671,5.8,25.45743045,67849,81165,7.0,2836,10544,3209,42.3,17040,19.7,99.6,10.47900837,40.58302962,89.9209932,1523,822,20.8697105,49523,3.0,240.5,209,0.786346134,8113,26473,4835,3926,51,87.2,416,7.0,160,7.0,32.5,4300,12,10.5,8382,6312,284.4,40294,1509,310,24950,6407,53577,1256,7569,10.7,74507,8.0,1905
230,2846,938,1144,-50,1076,1500,7.6,3.620645591,45825,57523,10.2,679,2046,852,54.0,3576,23.5,77.3,1.878924501,3.763565812,12.3025726,167,52,5.591039034,8203,3.5,214.6,343,0.200088309,720,3893,959,714,7,72.9,65,11.2,148,8.3,38.9,1000,7,11.5,1065,1002,230.9,6626,69,41,3726,1000,8515,119,1279,15.1,51674,12.9,297
127,1151,513,401,-111,714,1265,6.3,2.747859956,42568,52700,9.6,332,1307,334,48.4,1668,26.6,88.0,1.277931517,1.850850333,5.856674126,62,23,2.522071575,4255,3.7,206.5,376,0.213500578,605,2396,280,468,1,80.5,61,11.3,384,6.8,40.0,482,0,10.8,523,430,227.6,3448,41,40,2334,576,4472,91,609,14.0,47634,9.7,238
2980,22357,10944,11125,710,14462,26033,6.5,55.43602897,39941,47279,10.3,8198,28731,8149,44.9,35568,29.3,79.9,6.876041575,29.57684869,119.6562833,1651,868,42.93413519,86303,3.8,188.2,111,2.8951754,14335,40797,8243,10717,69,75.0,756,13.7,114,7.0,31.5,11133,12,10.8,11211,11011,207.6,79213,8666,2167,39146,10806,99154,2492,13137,14.1,43610,10.3,5741
410,3705,1159,1333,-144,1716,2555,6.3,5.226396844,37104,45660,10.6,1000,3671,1085,51.9,4904,30.1,90.3,2.946067623,5.953803645,16.47106884,191,39,6.276161187,8272,4.3,231.8,336,0.134549235,870,5225,1366,1205,2,81.7,44,14.0,258,7.3,37.1,1603,0,10.6,1405,1274,263.2,9447,3356,175,5034,1347,11938,225,1835,17.0,41382,11.5,664
249,2655,743,868,-68,1212,1164,9.2,4.985078346,32441,40327,13.2,780,2279,959,58.6,3451,30.6,100.1,2.683345959,3.920577329,11.25960887,252,12,3.783999841,7112,4.2,231.6,264,0.224951158,605,2417,1053,785,3,89.4,26,11.0,22,10.5,38.9,1064,0,8.9,742,649,263.4,5886,25,22,2165,734,7254,76,1104,18.1,36384,16.3,417
7559,54288,19963,19701,2436,36643,58539,6.1,78.57051924,42534,47724,11.2,19531,73559,19296,47.4,82338,35.9,78.1,56.68531325,97.15395183,270.8330765,4934,2599,99.43305205,192331,4.3,224.0,87,2.425196391,20104,85442,22957,30738,527,73.2,6331,15.5,91,6.9,28.6,24750,43,8.4,20657,20519,242.0,173811,2709,4635,80508,18723,209550,5053,28294,14.2,45129,11.1,14312
136,927,315,269,-75,488,647,6.1,0.93612628,27017,33461,13.4,308,937,333,59.0,1357,31.0,79.1,0.913073038,1.366179016,3.509581609,66,14,1.321444749,1088,5.9,202.9,271,0.039794286,173,858,443,359,3,71.9,11,13.3,266,7.0,43.0,550,11,7.9,337,279,228.7,2299,1748,58,792,306,2887,23,356,23.9,30239,14.5,178
600,4582,3617,2579,459,2697,7346,5.5,14.32714821,45890,52798,6.7,1367,4586,1406,38.5,7817,17.5,73.9,9.603229492,6.04475125,21.67719278,372,853,10.69097393,23870,3.0,181.6,113,0.699264283,2690,11416,1738,1657,110,68.9,458,6.7,330,5.8,32.4,2163,25,17.3,3434,5276,192.6,20305,927,620,11044,4190,27259,1041,3007,10.7,49344,6.9,802
226,1799,769,722,-167,888,1576,5.4,2.354956066,40015,49627,10.0,546,1985,477,51.2,2785,27.2,72.9,1.431544767,2.660718152,8.30506666,148,65,2.425516548,6302,4.2,199.9,453,0.128135874,578,3160,947,760,3,66.5,74,7.9,396,6.2,38.0,929,16,11.0,911,763,224.8,5437,450,128,3012,868,7032,138,941,17.1,44821,8.8,410
4018,40015,20756,19335,-776,16206,25708,6.7,45.89226673,47687,55893,8.0,9243,30141,9704,47.4,54441,19.5,97.7,31.55517011,119.8147436,265.5243852,4161,2243,93.49617265,108503,3.5,271.0,43,1.389647663,15244,64289,22944,10001,204,87.5,2466,9.6,345,7.6,39.8,15390,22,11.7,19545,19939,306.5,114865,32994,9974,60128,19924,150972,4562,19465,13.4,51790,8.4,5801
358,2269,1268,1131,-197,1298,1863,6.7,3.869673166,28902,35432,9.7,770,2193,862,57.8,4607,20.0,65.9,0.377443053,4.158928589,11.92649496,259,28,7.358375774,2795,4.5,174.8,435,0.349223011,952,3845,1960,730,3,61.2,33,12.0,437,7.1,45.5,1526,12,15.0,1373,1472,191.3,7966,7593,157,3586,1453,10535,83,1358,19.2,32167,10.8,452
14858,133252,87680,76091,1326,70258,111671,8.6,170.2536822,54396,57886,6.7,33831,128527,37449,39.8,201335,20.3,117.5,183.4889508,786.8968775,1552.737646,14328,28663,392.8468356,497930,2.9,325.3,166,6.617634291,121422,325587,65533,39590,1789,106.6,8730,9.0,141,10.1,29.2,57899,28,11.2,79948,98607,370.0,505408,78358,26386,311259,71268,636084,20614,85621,11.5,56141,7.4,27021
663,7345,5380,4103,219,3079,7568,5.4,11.7935899,59833,67429,6.1,1445,4899,1527,45.3,10732,13.5,65.3,8.946088156,10.88552832,41.43451356,641,197,13.5312386,31180,2.8,199.9,168,0.605374386,3080,13595,2896,1648,136,62.2,2840,6.5,147,5.8,36.2,2542,5,15.4,6240,4316,216.2,23684,229,192,12954,6384,35438,856,3411,10.7,63631,6.4,877
1268,15107,5544,6255,24,6193,10012,6.1,23.97003248,46907,53459,8.8,3372,12162,4090,49.5,18996,25.0,80.3,6.095298659,18.97837961,62.79960962,792,193,24.90777073,45965,3.3,212.0,30,0.952164998,5726,22475,3582,4063,13,74.4,100,11.4,44,6.5,36.4,5096,3,9.4,5869,6105,230.8,38394,1315,3556,21683,5071,48271,685,6952,13.3,50183,10.7,2219
314,3526,1188,1299,-151,1697,2947,5.8,5.480448753,52060,62784,8.7,807,3583,876,48.7,4495,30.0,99.6,2.25590986,8.736671774,19.35809649,286,56,4.492809244,11195,3.4,240.5,27,0.169283766,1436,5510,614,1182,2,87.2,46,12.1,29,7.0,35.4,1098,12,9.4,1292,1236,284.4,9233,89,255,5224,1223,11534,146,1683,11.9,57422,9.5,734
3637,30998,18556,19538,-173,23008,31549,7.1,35.65405825,84493,92925,6.3,8502,41372,7922,33.6,45015,25.2,105.7,73.76701706,177.0863761,392.2857111,3267,5132,147.0786822,144706,2.7,302.9,0,1.457126263,49327,93078,6918,14143,108,93.7,449,9.4,152,8.6,27.1,12051,35,7.8,18919,19215,352.1,133905,8939,4656,89811,14108,162682,3348,26655,9.0,88709,5.9,8540
85,602,240,196,-30,386,681,9.7,1.996370105,42628,51948,11.1,234,1056,190,47.6,1000,39.4,87.0,0.772020466,1.193740897,3.071077009,31,40,1.554243846,2490,4.1,217.1,33,0.132637877,341,1157,404,291,0,79.6,19,18.8,381,10.5,31.1,292,82,9.2,252,227,237.6,2102,13,93,1126,266,2585,23,387,13.9,47288,9.1,340
178,1951,663,604,-85,887,1361,6.5,4.382739386,42433,51017,9.8,467,1872,448,54.7,2614,29.2,84.8,1.729975334,2.59192084,8.28887361,76,35,3.898021796,6234,3.7,193.1,118,0.239316635,566,2769,484,602,1,77.9,15,13.5,124,6.9,42.5,639,4,14.3,874,646,218.2,4776,35,93,2693,883,6401,81,803,13.4,46725,9.4,439
4715,28621,20697,22704,1956,30396,51399,6.2,73.25937122,77054,86684,6.8,10377,49939,10133,37.1,56675,27.0,96.2,38.16255046,107.7970337,283.2955985,3270,8961,74.30056244,169435,3.1,243.8,147,1.730498373,45397,91589,9299,17680,433,87.1,2542,9.0,62,7.2,26.6,15421,6,8.5,22905,19203,279.6,152857,1996,1645,88319,18868,190678,7311,29706,10.1,81869,6.6,8519
717,5058,3476,3052,91,3169,5956,6.2,10.77578737,43265,51465,7.5,1551,6019,1635,40.6,8369,21.5,96.2,5.613364168,15.85596348,41.67020658,835,870,10.92893713,25003,3.5,243.8,33,0.254540576,2484,12779,4426,1944,51,87.1,886,7.8,152,7.2,30.6,2494,43,13.0,4078,3680,279.6,20594,382,317,11944,4094,28047,855,3469,12.1,47365,7.9,1085
1462,8104,7447,6585,270,7363,15247,6.1,35.70953811,52903,61755,6.9,3321,13443,3111,39.5,19011,22.5,100.6,15.42535629,30.30096193,89.87614561,1383,1078,24.55283388,55648,3.0,246.3,40,0.743780282,11262,29270,4807,4640,250,91.7,840,9.9,178,6.9,32.3,4987,25,10.6,8422,9529,278.8,48143,1414,4819,27887,6829,60922,1692,7202,10.4,57329,6.5,2905
275,2386,1142,1163,-40,1460,3025,6.2,7.079576295,46180,53810,8.5,700,3058,640,49.0,4036,28.2,88.2,4.618580726,5.023127943,15.42336264,136,24,5.871553356,10559,3.3,214.5,42,0.522540155,1570,6425,536,976,2,80.3,69,11.8,307,6.8,38.5,948,4,12.0,1397,1120,239.2,8241,63,132,6289,1406,10840,123,1437,11.5,49995,7.8,739
