CKD_number,High school diploma only 2014-18,30-39,40-49,N_POP_CHG_2018,60-69,Some college or associate's degree 2014-18,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Family Medicine/General Practice Primary Care (2019),CI90LBINC_2018,CI90UBINC_2018,Heart disease_prevalence,Heart disease_number,Population Aged 60+,COPD_number,anycondition_prevalence,anycondition_number,Percent of Population Aged 60+,Active Primary Care Physicians per 100000 Population 2018 (AAMC),Total physician assistants (2019),Internal Medicine Primary Care (2019),Total Specialist Physicians (2019),Unemployed_2018,Asian-alone pop,Total nurse practitioners (2019),White-alone pop,CKD_prevalence,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Total Hospitals (2019),Bachelor's degree or higher 2014-18,Civilian_labor_force_2018,Less than a high school diploma 2014-18,70-79,Hawaiian/Pacific Islander-alone pop,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Native American/American Indian-alone pop,R_death_2018,R_DOMESTIC_MIG_2018,Active General Surgeons per 100000 Population 2018 (AAMC),Obesity_prevalence,diabetes_number,R_INTERNATIONAL_MIG_2018,R_birth_2018,19-Oct,20-29,Active Physicians per 100000 Population 2018 (AAMC),county_pop2018_18 and older,Black-alone pop,GQ_ESTIMATES_2018,Employed_2018,0-9,POP_ESTIMATE_2018,Two or more races pop,50-59,diabetes_prevalence,Median_Household_Income_2018,COPD_prevalence,80+
31062,216036,212970,186896,27712,127447,265083,6.0,536.7184453,55840,60234,6.1,66065,206342,72406,40.5,435453,16.0,86.8,394.954769,751.6002866,1886.48755,23857,78758,801.1884039,940371,2.9,240.7,244,14.06617182,297568,750160,101305,70941,2772,80.1,7832,6.3,10,6.9,32.2,117345,78,12.2,176280,228307,265.2,1074728,313423,35267,726303,168705,1380645,37489,171700,10.9,58037,6.7,37399
1886,19603,10690,10828,354,10812,19119,7.1,47.97098856,62101,69561,6.6,4466,18308,4336,41.0,27512,21.6,94.6,26.94341238,44.69092096,134.6731324,1328,834,44.52984621,81763,2.8,238.3,170,1.947540134,14417,46319,4931,6334,34,86.4,425,8.3,214,7.9,32.9,6169,2,9.8,11619,9870,264.9,67171,948,2987,44991,9116,85129,1125,12645,9.2,65831,6.5,3215
1225,7980,7982,6975,769,8267,12102,7.1,26.92132509,60731,71707,5.7,2593,12490,2553,32.5,14847,22.9,95.4,22.21528368,24.74626393,72.06373065,971,428,28.62182744,49772,2.7,262.5,200,0.879911103,17223,32091,1966,4118,46,88.9,4219,6.5,197,7.8,22.0,3561,7,9.4,6700,7154,285.7,45626,344,1800,31120,5722,56310,1501,7617,7.8,66219,5.6,1775
3772,38916,21244,23603,906,23212,36879,7.1,82.84940171,73221,79729,7.0,9713,40244,10680,39.2,54548,22.8,93.7,34.26771406,121.1630355,349.144482,4111,2318,92.55041378,171408,2.7,248.6,40,2.973137982,41020,96495,6282,14216,42,83.7,344,8.5,133,8.3,30.1,14667,12,9.8,23772,18863,292.7,139159,2603,1199,92384,20206,179146,2431,26913,10.5,76475,7.7,7117
322,2422,1092,1143,-206,1500,2451,6.7,3.640468035,38000,47176,10.0,809,2872,849,49.8,4017,28.1,65.9,0.355086672,3.912590531,11.22007514,196,24,6.92253083,6495,4.0,174.8,378,0.328538136,1051,3593,1324,1107,2,61.2,24,10.0,394,7.1,37.0,1302,4,8.0,1125,1068,191.3,8071,3259,363,3397,903,9911,107,1457,16.1,42588,10.5,516
683,6221,2431,2321,-272,3120,3839,7.8,8.437052707,41752,51454,9.7,1671,5833,1871,51.9,8901,26.2,84.1,3.611171555,11.80339907,35.27836827,536,72,11.1301298,13728,4.0,231.8,93,0.743891924,2350,9999,3054,1991,1,75.8,64,11.4,84,9.1,37.4,2779,3,11.8,2661,2582,260.3,17147,7820,116,9463,2599,21940,255,3181,16.2,46603,10.9,1054
95,1153,354,381,-36,539,612,6.3,1.62602694,41293,50735,9.4,260,1037,285,48.4,1342,28.3,86.6,0.395214881,2.264908139,6.457157422,60,30,2.030750751,3520,3.4,236.3,357,0.072505587,442,1910,251,309,1,79.0,20,9.0,281,7.0,33.6,355,9,13.9,496,375,273.1,2774,16,51,1850,454,3641,54,483,12.8,46014,10.3,250
22451,178600,118422,103167,925,117349,193051,7.4,304.9695723,55346,57404,7.3,53850,216391,56970,41.2,302227,23.4,112.9,418.5330874,975.14962,2301.767259,19574,34265,593.5140858,730860,3.1,304.1,169,7.812492129,216636,443446,55426,68390,437,94.8,6890,10.7,37,10.2,30.8,83461,18,10.6,109669,128597,375.1,733627,128502,27667,423872,100740,919719,18765,129113,11.4,56375,7.8,44272
1564,14760,8150,9161,917,8006,15637,6.1,21.86132103,50400,61214,7.4,3852,14752,4376,43.1,22389,22.4,79.1,21.32295956,31.90432602,81.95912439,1134,939,30.85964841,62868,3.0,202.9,242,0.929314438,9461,33156,5727,5458,117,71.9,300,10.1,263,7.0,28.6,6031,12,10.3,9148,7813,228.7,51987,1925,541,32022,7841,67420,1271,9131,11.6,55807,8.4,2712
3587,33305,29397,22422,2848,20594,40496,8.6,118.2745142,56808,63258,6.0,8689,32585,7047,37.8,54357,17.7,92.8,88.32329708,74.11286562,209.4398975,2891,4751,103.4082166,165092,2.5,219.1,174,12.46145528,39068,110908,9551,9712,207,84.8,5364,7.1,8,9.2,30.9,12592,117,14.9,24857,27540,240.4,143825,12664,6274,108017,28863,192876,4798,23407,8.8,60033,4.9,6084
2496,21481,14667,13907,2130,11821,26300,7.6,46.92424719,48901,55655,8.0,6655,19472,7912,52.2,43454,18.1,77.3,24.3512146,48.77652011,159.4436526,1991,2498,72.46091645,88803,3.0,214.6,201,2.593182082,16317,49149,6726,6720,361,72.9,513,8.8,403,8.3,42.4,11144,40,12.9,15029,15227,230.9,83201,13983,3223,47158,14793,110356,4198,14783,13.4,52278,9.5,3409
2399,26061,12707,12158,695,13498,23083,7.1,58.078656,55544,63312,7.0,5633,24000,5424,38.0,30823,23.5,94.6,32.62049055,54.10746585,163.0492672,1519,1968,53.91245204,96847,3.0,238.3,207,2.357894154,16120,57658,5889,7925,74,86.4,611,8.9,66,7.9,32.7,7847,13,10.0,12960,12250,264.9,81036,2144,3543,56139,11592,103066,1422,14971,9.7,59428,6.7,5005
2306,16512,8020,8907,937,12090,16300,6.2,36.08751984,46062,54996,9.2,5793,22702,6132,49.6,31148,29.9,80.1,16.17078527,32.94277228,99.46034944,1159,737,32.69612541,69948,3.7,205.0,503,1.063664617,13612,34900,8886,8623,29,72.3,284,12.1,142,7.0,33.2,8681,44,9.3,8895,9062,229.5,62759,5949,792,33741,8198,78374,1427,10818,13.8,50529,9.8,3761
1161,7757,4138,3743,-145,4375,5838,6.7,11.45731802,29699,37085,10.7,2662,7493,2838,56.4,14068,23.7,65.9,1.117532387,12.31374471,35.31193459,696,160,21.78665943,13965,4.7,174.8,352,1.033978564,4003,11202,4843,2413,8,61.2,156,13.0,40,7.1,41.2,4882,96,11.1,3423,3881,191.3,24933,16581,2322,10506,3440,31192,322,4328,19.6,33392,11.4,1451
356,3898,2652,2112,497,1490,2914,5.4,6.070910633,82298,87594,6.4,805,2585,806,46.7,5867,14.7,72.9,3.690421435,6.859143724,21.40987606,225,140,6.252810577,17081,2.8,199.9,270,0.330325246,1103,9382,2695,788,4,66.5,276,7.8,89,6.2,36.1,1498,35,15.3,2896,2526,224.8,12559,343,80,9157,3140,18128,284,2044,11.9,84946,6.4,480
320,2651,1225,1281,-148,1368,2327,5.8,6.275486745,35955,43557,10.5,876,2703,920,54.0,4521,24.5,73.9,3.576472092,3.662551777,12.94527399,154,65,3.140520137,8016,3.8,189.1,294,0.347095506,1281,5319,1198,950,5,68.5,1707,15.4,317,6.2,39.7,1231,4,11.3,1553,1312,206.7,8376,291,292,5165,1359,10949,865,1394,14.7,39756,11.0,507
3204,25653,13865,13727,-387,14641,26643,6.9,43.6732958,41668,49132,9.1,8146,27115,9158,53.6,48041,23.5,77.2,12.50814414,53.42263431,148.2741124,2139,1102,59.3143209,86026,3.6,196.7,7,2.361350576,14219,45972,12620,8979,126,71.2,617,13.1,7,7.6,40.9,13182,6,11.3,14637,15463,217.1,89582,24153,2739,43833,13141,114277,2253,15325,14.7,45400,10.2,4499
430,4021,2063,1951,39,1982,3234,6.5,11.74801475,49332,60324,8.2,1046,3829,1030,46.8,6011,22.4,84.8,4.637231179,6.9476922,22.21848046,276,402,10.4487202,15685,3.3,193.1,141,0.641492707,1428,8122,2481,1273,44,77.9,221,9.7,68,6.9,39.4,1529,45,14.5,2417,2068,218.2,12835,664,565,7846,2404,17158,142,2159,11.9,54828,8.0,841
1029,7395,5121,4488,140,5682,11259,6.6,26.77683781,56494,64664,7.3,2373,10445,2036,38.0,12304,24.5,104.9,13.83902741,24.554345,71.66202771,726,465,21.99580516,38948,3.2,265.0,65,0.969953908,6695,24821,3293,3242,46,96.0,233,8.0,134,7.4,30.5,3369,95,13.4,5635,5160,302.7,32341,2644,1047,24095,5783,42855,519,5472,10.4,60579,6.3,2272
765,6043,3387,3266,99,3343,5857,6.7,10.5636384,43030,53134,8.5,1884,5924,2109,51.8,11512,20.9,65.9,1.030364001,11.35326315,32.55757652,600,103,20.08728324,19226,3.4,174.8,131,0.95332744,3226,12259,3417,2185,13,61.2,82,10.5,0,7.1,42.0,3062,16,11.9,4486,3887,191.3,22222,8959,1452,11659,3374,28759,376,3835,13.8,48082,9.5,996
7077,56696,40559,37644,5081,25729,55639,6.1,93.909322,43275,48843,6.1,12677,36959,15181,48.4,101186,13.5,79.1,91.59669137,137.0508956,352.0704807,6688,15020,132.5632909,56781,3.4,202.9,104,3.992040953,33538,136502,26249,11602,336,71.9,1681,6.4,209,7.0,40.6,32077,52,14.1,44374,45119,228.7,209056,208956,4702,129814,44411,289615,6841,35869,15.3,46059,7.3,4308
548,4523,1895,2221,82,2436,3291,7.6,7.577630661,31696,37600,11.6,1603,4680,2010,51.8,7134,26.4,77.3,3.93239149,7.876747661,25.74799134,364,92,11.70145703,17254,4.0,214.6,228,0.4187638,1604,6270,3059,1587,1,72.9,91,12.9,53,8.3,38.4,2318,6,11.8,2109,1915,230.9,13782,160,177,5906,2262,17821,223,2551,16.8,34648,14.6,845
2667,13985,20195,15937,2047,13782,22501,6.5,103.5671238,59944,68830,4.8,5763,21650,5487,30.9,37379,15.0,84.8,40.8804982,61.24885897,195.8717423,1635,10340,92.11291623,125562,2.2,193.1,178,5.655215461,45730,85186,4100,7282,77,77.9,562,4.8,15,6.9,28.4,8941,50,11.9,21131,36651,218.2,121077,10999,8511,83551,17334,151260,3720,14920,7.4,64387,4.5,4028
6329,53751,33827,31179,777,31637,50092,6.1,134.4573277,51197,58151,7.2,14844,57385,18610,44.5,92042,21.4,80.3,34.19092443,106.457186,352.2676782,4871,7010,139.7174699,216326,3.1,212.0,16,5.341067485,51236,136728,20253,17179,267,74.4,1531,9.2,112,6.5,35.0,25783,82,13.0,38092,39380,230.8,206766,37316,11339,131857,35084,270771,8321,33290,12.5,54674,9.0,11103
2604,29143,16323,15406,2116,13474,23594,9.2,80.48901725,56464,62774,8.0,7178,21894,9371,51.0,45840,19.6,100.1,43.32527278,63.30159616,181.7975144,2312,1283,61.09641761,102915,2.9,231.6,95,3.632058796,16315,56576,8671,7952,52,89.4,280,9.2,284,10.5,39.4,11281,7,11.7,14932,14862,263.4,89893,9101,895,54264,14654,117123,3492,16423,12.5,59619,10.4,3097
3412,23540,23433,18660,1670,11602,32073,6.2,58.15551864,54910,61600,6.0,6652,20569,6984,42.5,46947,13.7,96.2,30.2945941,85.57256635,224.8886687,4481,6836,58.98204793,122615,3.1,243.8,151,1.373722279,12438,57865,24270,6634,525,87.1,4803,6.0,154,7.2,34.1,12751,47,14.8,21654,26099,279.6,110402,10978,16066,53384,23256,151366,5609,16232,11.5,58255,6.3,3796
682,6798,2652,2667,-280,2911,3049,7.8,8.575491129,42840,53400,9.8,1709,5211,2033,50.6,8867,22.8,84.1,3.670425054,11.99707381,35.85722937,596,96,11.31275727,15164,3.9,231.8,413,0.75609799,1589,8941,4103,1781,15,75.8,169,10.3,124,9.1,39.1,2801,2,11.2,2771,2834,260.3,17508,6610,199,8345,2508,22300,246,3273,16.0,48120,11.6,903
296,3570,1742,1508,93,1682,2960,7.1,6.305068998,53130,65870,6.8,668,2777,707,35.2,3444,21.3,95.4,5.202897553,5.795662028,16.87757911,277,98,6.703332629,12469,3.0,262.5,169,0.206078274,1514,7579,803,875,11,88.9,207,6.8,0,7.8,26.3,943,1,12.9,1820,1523,285.7,9770,103,102,7302,1872,13188,300,1750,9.7,59500,7.2,416
10260,69822,62122,53688,2733,53549,115304,6.2,171.5896316,79560,86056,5.7,19834,90069,19582,36.1,125524,20.7,96.2,89.38512394,252.4844672,663.5408765,8168,72129,174.0283315,266678,2.9,243.8,170,4.053209485,78496,209721,36031,30343,4549,87.1,5677,8.1,55,7.2,27.1,38175,16,11.6,54360,62573,279.6,347870,66167,11396,201553,54344,446610,31410,60006,11.0,82808,5.6,15625
159,1560,533,560,28,702,1108,8.6,3.359193412,40850,50570,9.7,410,1628,328,44.4,1872,29.7,92.8,2.508528907,2.104928959,5.948442308,79,21,2.936965774,4475,3.8,219.1,145,0.353926108,830,3078,362,507,0,84.8,803,11.9,140,9.2,32.7,535,8,14.6,660,609,240.4,4214,29,131,2999,719,5478,150,801,12.7,45710,7.8,387
423,3650,1888,1950,134,1769,2229,7.6,5.674399931,31881,39815,11.5,1255,3148,1612,54.4,5930,23.7,77.3,2.944714912,5.898389402,19.28101366,283,77,8.762468104,12463,3.9,214.6,135,0.313585259,1340,4476,2622,914,4,72.9,38,11.7,408,8.3,38.2,1777,0,9.4,1373,1865,230.9,10907,634,1944,4193,1297,13345,129,1793,16.3,35848,14.8,496
3246,17604,17278,14547,1747,14837,26746,6.1,53.56293465,57153,63221,5.6,6344,23195,7322,31.8,36031,16.7,78.1,38.64339651,66.23159453,184.6317744,4233,2941,67.7852981,93812,2.9,224.0,51,1.653299954,29254,77083,8515,7770,264,73.2,39414,6.2,86,6.9,24.6,9597,39,11.0,22434,31021,242.0,113400,2089,12364,72850,16059,142854,4334,15537,8.5,60187,6.5,3371
164,1465,804,815,107,1273,1409,9.9,4.222535881,61189,74303,6.7,387,1982,389,40.8,2373,28.5,130.3,2.796156468,4.720636629,13.69777055,129,39,4.347061068,6674,2.8,322.7,552,0.158486601,2048,4054,298,652,10,121.5,108,8.4,456,11.7,32.1,575,46,7.0,747,686,367.1,5812,58,0,3925,663,7090,201,1225,9.9,67746,6.7,225
651,3992,2461,2681,357,3807,5248,6.1,12.95805717,51962,61044,8.8,1572,6449,1480,37.4,6674,30.5,100.6,5.597458248,10.99542637,32.61370196,573,208,8.90958108,20495,3.7,246.3,410,0.269898406,4526,10076,1916,2386,40,91.7,579,9.8,456,6.9,27.3,2271,46,9.8,2409,2046,278.8,17828,150,198,9503,2255,22107,635,3052,12.7,56503,8.3,1010
2656,23287,15781,14725,669,14983,24040,8.6,55.72033192,65425,74413,6.0,6329,25034,7373,39.0,41304,19.8,105.9,49.96608078,83.34073742,214.6335677,1676,4876,97.24684435,120505,2.5,287.6,155,2.685317201,29644,73309,6270,8356,61,99.6,352,8.2,32,9.7,29.9,10328,15,9.2,17495,23338,315.1,105954,1736,9137,71633,12898,130090,2560,17943,9.7,69919,7.0,4571
4100,33783,23629,19576,11,16553,30238,6.3,101.5847941,44783,49385,7.3,8764,27635,9450,51.0,60820,16.9,88.0,47.24345931,68.42351979,216.5135942,3753,8773,93.23769253,110534,3.4,206.5,350,7.892837553,18048,77858,21680,8339,572,80.5,2288,8.7,340,6.8,41.3,18099,32,15.8,23576,23226,227.6,119273,37974,1335,74105,26266,165324,5183,19438,15.2,47084,7.9,4721
3444,32983,20892,22552,2052,16316,34476,7.5,45.83659952,86446,98786,5.6,6919,26064,7638,48.4,59415,16.7,116.2,61.49855131,152.0224945,367.0135188,3299,5485,89.34796047,69056,2.8,306.1,177,1.336344009,30379,85104,7240,8977,227,97.6,1234,7.1,145,9.6,41.6,15416,6,11.2,22426,20634,386.0,122800,79150,1407,81805,20206,161503,6351,25275,12.6,92616,6.2,4225
482,5572,2359,2500,-83,2632,4638,6.3,9.141656541,54373,62909,8.2,1278,4743,1456,45.9,7182,23.1,86.6,2.221930409,12.73349893,36.30266751,342,93,11.41704693,19556,3.1,236.3,386,0.407632346,2744,10852,1191,1570,13,79.0,145,11.5,141,7.0,33.6,1811,8,12.3,2739,2237,273.1,15662,281,445,10510,2504,20470,382,2978,11.6,58641,9.3,951
279,3302,886,1061,-82,1255,785,9.2,5.932064555,32142,39824,13.1,878,2226,1128,61.4,4126,25.0,100.1,3.193085514,4.6653465,13.39853098,263,7,4.502824183,8478,4.1,231.6,399,0.267683816,586,3113,1503,791,3,89.4,27,13.1,148,10.5,42.9,1198,0,9.7,1083,894,263.4,6723,24,74,2850,999,8632,93,1260,17.8,35983,16.8,403
2753,19061,19842,16000,1838,15001,32985,5.4,45.63598096,65886,73314,6.3,6566,25788,6364,40.0,41519,19.8,72.9,27.74147282,51.5612519,160.9413736,1873,2520,47.00335118,124661,2.7,199.9,407,2.48310633,27833,71375,7072,8840,109,66.5,1322,7.8,406,6.2,31.7,10383,10,11.7,18901,19290,224.8,103770,4819,2519,69502,17785,136271,2840,15834,10.0,69600,6.1,4778
497,4563,1828,1895,-545,1986,2624,6.3,7.26688008,29320,34342,10.1,1217,3691,1557,57.6,6963,21.3,86.6,1.766255575,10.12210526,28.85769447,352,75,9.07563203,11524,4.1,236.3,444,0.324034857,1337,6349,2536,1214,12,79.0,81,14.1,446,7.0,40.4,1985,47,14.9,2227,1945,273.1,12089,4244,202,5997,2334,16272,336,2161,16.4,31831,12.9,682
735,7675,4144,3838,339,3696,5757,6.3,13.47182808,62351,72319,7.1,1686,6464,1794,48.3,11444,21.6,90.3,7.593934737,15.3468291,42.45667033,520,303,16.1777544,20717,3.1,231.8,162,0.346820997,4113,15067,2947,2291,36,81.7,233,9.4,252,7.3,37.6,2911,9,11.9,3615,3697,263.2,23693,8449,513,14547,4060,30772,1034,4358,12.3,67335,7.6,1073
28191,152408,122078,113713,11571,127882,230498,6.1,389.5991655,51984,54806,7.7,63461,245814,57452,40.4,332209,24.4,78.1,281.0793533,481.7468298,1342.950787,21828,35302,493.0479584,882105,3.4,224.0,88,12.02555996,216291,486261,79230,92566,2438,73.2,44984,9.7,21,6.9,28.7,88469,24,10.9,130837,163180,242.0,822337,43252,25279,464433,117940,1039073,30992,120674,10.8,53395,7.0,50203
1749,16431,7796,8001,500,8697,13258,6.2,30.20201344,48801,55739,8.0,4043,15574,4378,47.4,23910,24.4,80.1,13.53349513,27.57014213,83.23938092,1026,493,27.36372085,47465,3.5,205.0,398,0.890191767,8842,28930,6002,5388,44,72.3,278,11.9,379,7.0,35.5,7341,12,11.8,8604,7346,229.5,50425,16181,400,27904,7964,65592,1131,9250,14.6,52270,8.7,2546
856,5307,2619,2564,-267,3348,5496,6.2,9.168653707,34936,41496,9.7,1857,6311,1955,56.5,10847,26.0,86.2,9.665365065,11.51777944,34.12953874,458,180,10.74764899,8422,4.5,223.5,355,0.255191157,2451,9120,3477,1989,12,78.1,304,12.4,61,7.1,43.6,3536,32,9.0,3234,3115,255.0,19192,14423,2496,8662,2304,23659,318,3300,18.4,38216,10.2,1186
1508,13217,12752,9746,-75,5672,21029,5.4,25.0525531,43512,52686,5.8,3358,9667,3783,43.5,25149,12.8,72.9,15.22909569,28.30531905,88.3511699,1010,1608,25.8031914,55029,2.6,199.9,158,1.363138293,7402,24402,5609,3539,725,66.5,856,6.3,163,6.2,33.3,5948,6,12.4,8780,15328,224.8,57755,13248,12095,23392,10093,74808,3342,7277,10.3,48099,6.6,1621
7,60,37,26,-12,38,47,5.4,0.092764908,51453,64397,8.3,17,32,16,45.1,93,11.1,72.9,0.056390486,0.10480929,0.327147819,6,0,0.095544381,265,3.2,199.9,532,0.005047446,29,214,23,17,1,66.5,4,0.0,538,6.2,33.0,25,0,10.6,37,28,224.8,207,0,0,208,37,277,7,39,12.0,57925,8.0,18
3396,25023,16856,14046,-1859,14218,31215,7.3,67.73022266,42960,50196,7.8,7170,23922,8235,46.1,42375,18.7,91.1,31.74667705,58.42104668,172.6971492,3029,797,60.98703749,68303,3.7,213.8,61,2.446642404,12385,52537,12887,7854,86,82.1,51359,8.6,394,7.7,33.9,12569,0,12.2,18614,16140,244.8,91989,977,1743,49508,17549,125043,3521,15253,13.7,46578,9.0,4513
247,1812,908,906,443,973,1114,7.6,2.990487427,25920,32328,13.1,742,1622,978,59.8,3400,24.1,77.3,1.551905581,3.108532983,10.16136149,129,19,4.617942164,6747,4.3,214.6,405,0.165263779,504,2033,1443,548,0,72.9,39,16.1,404,8.3,44.4,1051,0,12.0,739,850,230.9,5682,151,706,1904,736,7033,77,1146,18.5,29124,17.2,227
73,550,147,193,11,458,550,6.7,1.273179994,47464,55818,11.5,207,907,193,50.2,904,42.5,97.8,0.799674567,1.567429795,4.291777091,61,2,0.934327673,2067,4.1,249.7,207,0.030439635,510,882,66,379,0,87.6,7,9.0,259,7.9,33.9,256,0,9.0,190,148,287.0,1800,7,10,821,157,2113,30,287,14.2,51641,10.7,154
96,822,428,420,-56,446,731,5.4,1.17178488,43929,54305,8.3,219,907,185,49.5,1307,23.6,72.9,0.712311595,1.323926737,4.132455666,49,26,1.206894539,3290,3.6,199.9,60,0.063758166,338,1645,508,295,3,66.5,80,7.9,491,6.2,38.3,413,57,9.1,457,380,224.8,2642,57,40,1596,483,3499,43,453,15.6,49117,7.0,137
1139,12010,5083,5494,-212,5773,7781,6.1,22.96546709,51096,60436,8.4,2912,10866,3570,48.2,16720,23.2,80.3,5.839849441,18.18301051,60.16772691,746,324,23.86390547,44617,3.3,212.0,341,0.912260504,6293,23481,4678,3447,38,74.4,176,10.3,137,6.5,37.0,4577,14,12.1,6732,5346,230.8,34658,407,671,22735,5966,46248,686,6235,13.2,55766,10.3,2172
35804,191695,302185,270163,4187,186657,294921,6.2,744.4233729,123281,128585,4.5,67657,338720,57548,28.2,426522,17.7,96.2,387.7878565,1095.377016,2878.701543,27282,742295,755.0034129,1028134,2.4,243.8,64,17.5844184,679498,1048804,157687,109920,8965,87.1,23245,5.9,172,7.2,19.1,143158,55,11.5,237135,278072,279.6,1513143,54961,30975,1021522,231605,1937570,79970,252777,9.5,125933,3.8,69056
350,3200,1183,1339,-15,1532,1879,7.6,4.698122506,33376,40188,12.0,1052,3113,1286,54.9,4801,28.2,77.3,2.438078311,4.88357471,15.96372573,218,22,7.254890227,10597,4.0,214.6,154,0.259633086,951,5076,1922,1014,2,72.9,47,12.0,357,8.3,40.0,1473,0,11.4,1303,1176,230.9,8739,227,113,4858,1230,11049,154,1739,16.9,36782,14.7,533
2737,30434,10875,11740,-199,13434,18792,7.1,45.08745225,43263,50637,10.0,7585,25127,8944,50.0,37964,25.5,93.7,18.64882413,65.93810534,190.0078315,2330,499,50.36683761,90639,3.6,248.6,362,1.61801068,9666,44247,9608,8064,44,83.7,315,11.6,224,8.3,37.4,10983,25,11.1,12173,11302,292.7,75972,3754,3436,41917,11405,97493,2242,14043,14.5,46950,11.8,4457
83,762,276,293,-31,459,755,8.6,1.791815106,51917,59335,9.5,220,874,163,44.2,1025,29.5,92.8,1.338065255,1.122782479,3.172936916,42,11,1.566596202,2795,3.6,219.1,288,0.188786434,410,1468,127,300,2,84.8,58,8.2,341,9.2,30.8,276,0,12.6,320,274,240.4,2317,15,65,1426,347,2922,41,426,11.9,55626,7.0,227
161,1673,827,761,34,890,1852,6.2,4.664421947,51681,63053,7.4,396,1814,371,41.9,2253,25.3,88.2,3.042980032,3.309518429,10.16177638,106,28,3.868508678,6970,3.0,214.5,69,0.344278763,1082,4089,254,564,1,80.3,27,9.3,140,6.8,32.7,552,3,11.1,970,722,239.2,5381,36,90,3983,945,7142,80,1054,10.3,57367,6.9,409
1548,12395,6962,6150,1893,8214,15496,5.0,16.57103235,55572,63892,8.9,3921,14565,4371,49.4,21671,27.8,72.3,9.729274266,25.95086198,56.75716519,1212,911,15.46752298,50005,3.5,185.8,474,0.809240204,5329,22467,4907,5699,187,65.0,1862,11.1,470,5.6,32.0,5438,8,10.4,6666,6132,213.5,43862,756,361,21255,6370,55808,2087,7548,12.4,59732,10.0,2067
611,5184,4112,3119,564,3142,5015,8.6,21.60480144,55861,68357,4.7,1321,5479,1169,32.7,9170,16.3,92.8,16.13371494,13.53794397,38.25767058,538,1031,18.88922566,32602,2.2,219.1,77,2.276291464,7113,19019,833,1673,28,84.8,419,5.4,10,9.2,29.1,1890,115,11.9,5837,8915,240.4,28009,579,3611,18481,4173,35232,573,3168,6.7,62109,4.2,1093
503,5017,2526,2269,-243,2887,4770,9.7,16.15399361,51870,62134,7.7,1294,5310,1152,43.3,7243,25.2,87.0,6.246944717,9.659372669,24.85018097,264,188,12.57644818,19599,3.0,217.1,438,1.07326363,3409,10536,1292,1502,21,79.6,365,11.5,430,10.5,34.4,1706,49,10.4,2495,2937,237.6,16727,394,1642,10272,2301,20917,350,2821,10.2,57002,6.9,1179
514,4836,2012,1875,9,1912,2561,7.8,6.115132732,36419,45237,10.4,1297,3997,1488,53.3,6610,25.1,84.1,2.617358709,8.555043393,25.56958123,315,63,8.067061261,10963,4.1,231.8,167,0.539169069,1515,6839,2269,1401,2,75.8,58,13.9,133,9.1,39.2,2032,3,10.8,1921,1978,260.3,12412,4549,1037,6524,1864,15902,267,2128,16.4,40828,12.0,811
600,6908,2458,2887,-32,3392,5084,6.1,11.98377481,55894,60866,8.5,1566,6402,1896,48.8,9016,26.4,80.3,3.047333648,9.488206898,31.39655236,419,134,12.45259537,23298,3.2,212.0,33,0.476033185,2805,13639,1897,2096,12,74.4,175,11.8,34,6.5,35.9,2528,25,12.5,3138,2682,230.8,18486,187,307,13220,3054,24133,327,3236,13.7,58380,10.3,1190
1181,11915,4915,5288,188,4918,6133,7.4,15.01071756,38992,45958,10.3,3235,9356,4040,53.0,16595,23.3,85.1,7.197415661,21.65866609,61.00292821,661,337,34.70700102,38052,3.8,225.8,284,0.694381544,3879,16736,5794,3356,35,77.8,208,11.4,140,8.1,35.3,4797,10,11.6,5476,4773,253.1,31296,1554,580,16075,5029,40878,692,5473,15.3,42475,12.9,1650
357,3928,1652,1588,-43,2062,3893,6.5,9.954795803,53901,62041,8.1,908,4297,843,45.6,5142,29.0,84.8,3.929403434,5.887195297,18.82704787,215,137,8.853825791,14210,3.2,193.1,148,0.543575153,1823,7833,760,1331,3,77.9,27,12.2,369,6.9,36.7,1246,39,9.0,1901,1464,218.2,11268,44,198,7618,1652,14539,118,1935,11.1,57971,7.5,954
